WikidataID,Class
Q1072363,TITLE
Q1072364,TITLE
Q10728822,MEASURE
Q10728826,MEASURE
Q10728827,MEASURE
Q10728828,MEASURE
Q10728829,MEASURE
Q10728830,MEASURE
Q10728831,MEASURE
Q10728832,MEASURE
Q107331,PERSON_TYPE
Q107401,LOCATION
Q1074167,LOCATION
Q1074294,ORGANISATION
Q107434,PERSON_TYPE
Q1074573,INSTALLATION
Q1074656,TITLE
Q1074800,ORGANISATION
Q1074954,CONCEPT
Q1075392,ORGANISATION
Q1075457,PERIOD
Q1075486,PERIOD
Q1075781,PERIOD
Q1075786,PERIOD
Q1075994,MEDIA
Q1076635,ORGANISATION
Q1076869,ORGANISATION
Q1077,CREATION
Q1077366,PERIOD
Q1077481,INSTITUTION
Q1077498,PERSON
Q1077671,ORGANISATION
Q1077777,CREATION
Q1078084,CREATION
Q107822,PERSON_TYPE
Q1079,CREATION
Q1079061,PERSON_TYPE
Q1079231,PERSON
Q108,PERIOD
Q1080448,ARTIFACT
Q108072,LOCATION
Q1081,PERSON
Q108101,LOCATION
Q1081144,PERSON
Q108127,LOCATION
Q108169,ORGANISATION
Q108266,PERSON_TYPE
Q1082670,PERSON_TYPE
Q1083,LOCATION
Q1083043,CREATION
Q1083883,PERSON_TYPE
Q1084121,SPORT_TEAM
Q1084137,ORGANISATION
Q10843113,MEASURE
Q108478,MEASURE
Q1085,LOCATION
Q1085130,ORGANISATION
Q108515,MEDIA
Q10851942,BUSINESS
Q10856358,MEDIA
Q10859,EVENT
Q10859350,ORGANISATION
Q10859501,LOCATION
Q1086,SUBSTANCE
Q10861236,ORGANISATION
Q10861396,ORGANISATION
Q10862670,ANIMAL
Q10862680,ANIMAL
Q1086839,CONCEPT
Q1087,SUBSTANCE
Q108700,ORGANISATION
Q10880218,CONCEPT
Q10881633,PERIOD
Q10888418,PERSON_TYPE
Q1089,SUBSTANCE
Q109,PERIOD
Q1090,SUBSTANCE
Q10901070,PERIOD
Q109021,LOCATION
Q109026,CREATION
Q1090363,MEDIA
Q109061,PERSON
Q1090661,SPORT_TEAM
Q109073,PERSON_TYPE
Q1091,SUBSTANCE
Q109179,ORGANISATION
Q1092773,CONCEPT
Q1093,LOCATION
Q1093805,ARTIFACT
Q1094,SUBSTANCE
Q109402,PERSON_TYPE
Q109432,TITLE
Q1094444,SPORT_TEAM
Q1094569,MEDIA
Q109499,LOCATION
Q1095,LOCATION
Q1096,SUBSTANCE
Q10960087,ORGANISATION
Q10963,MEDIA
Q1097,INSTALLATION
Q1097118,PERSON_TYPE
Q1098,SUBSTANCE
Q1099,SUBSTANCE
Q10990495,ORGANISATION
Q1099117,TITLE
Q109960,TITLE
Q110,PERIOD
Q1100,SUBSTANCE
Q11004140,PERSON
Q1101,LOCATION
Q11014,MEDIA
Q1102,SUBSTANCE
Q1102695,SPORT_TEAM
Q1103,SUBSTANCE
Q1103117,PERSON_TYPE
Q1103168,SPORT_TEAM
Q1103684,SPORT_TEAM
Q1104,LOCATION
Q1105,SUBSTANCE
Q11051,CONCEPT
Q11059,CONCEPT
Q1106,SUBSTANCE
Q110632,AWARD
Q11073803,MEDIA
Q110791,MEASURE
Q1108,SUBSTANCE
Q110807,MEASURE
Q110817,MEASURE
Q110823,MEASURE
Q110827,MEASURE
Q110832,ORGANISATION
Q110837,ORGANISATION
Q110843,ORGANISATION
Q110857,ORGANISATION
Q11087613,BUSINESS
Q1109,SUBSTANCE
Q1109199,ORGANISATION
Q1109552,CONCEPT
Q1109698,LOCATION
Q111,LOCATION
Q1110733,ORGANISATION
Q1111230,ARTIFACT
Q1111841,ARTIFACT
Q1111875,CREATION
Q1112,SUBSTANCE
Q1113,LOCATION
Q1113025,MEASURE
Q1114,LOCATION
Q11144,TITLE
Q11146,LEGAL
Q11147,TITLE
Q11148,MEDIA
Q1115,SUBSTANCE
Q11150837,ORGANISATION
Q11156590,PERIOD
Q1116,LOCATION
Q111612,AWARD
Q1117074,ORGANISATION
Q11172260,ORGANISATION
Q111734,AWARD
Q111784,TITLE
Q1118,LOCATION
Q111840,PERSON
Q11184807,MEASURE
Q11184976,MEASURE
Q11184979,MEASURE
Q11184992,MEASURE
Q11184995,MEASURE
Q11185000,MEASURE
Q11186411,MEASURE
Q11186412,MEASURE
Q11187550,MEASURE
Q11187552,MEASURE
Q11187553,MEASURE
Q11187775,MEASURE
Q11188198,MEASURE
Q11188443,MEASURE
Q1119,SUBSTANCE
Q11191,CREATION
Q11194,LOCATION
Q1119406,PERSON
Q11197007,PERSON_TYPE
Q112,PERSON
Q11201,INSTALLATION
Q112014,INSTITUTION
Q112051,ORGANISATION
Q11207,BUSINESS
Q1120844,LOCATION
Q11209,INSTITUTION
Q1121,SUBSTANCE
Q11211,ORGANISATION
Q112138,CREATION
Q11218,INSTALLATION
Q112197,AWARD
Q1122,LOCATION
Q11223,INSTALLATION
Q112243,AWARD
Q1122582,PERSON_TYPE
Q11229,MEASURE
Q1122988,ORGANISATION
Q1123,SUBSTANCE
Q112306,ORGANISATION
Q11232197,MEDIA
Q1123231,CONCEPT
Q1123764,TITLE
Q1124,PERSON
Q1125,LOCATION
Q1125408,ORGANISATION
Q1125638,ORGANISATION
Q112597,TITLE
Q1126,LOCATION
Q11268,ORGANISATION
Q11269,PERIOD
Q112702,MEDIA
Q112713,ORGANISATION
Q1127270,TITLE
Q1127576,ORGANISATION
Q112790,LOCATION
Q1128,SUBSTANCE
Q11282917,ORGANISATION
Q1128775,CREATION
Q1128816,BUSINESS
Q11289,BUSINESS
Q1128945,ORGANISATION
Q1129,LOCATION
Q1129564,ORGANISATION
Q1129599,ORGANISATION
Q11297,INSTALLATION
Q1130,LOCATION
Q113000,SPORT_TEAM
Q1130041,ORGANISATION
Q11301188,PERSON
Q11304138,BUSINESS
Q1130557,PERSON_TYPE
Q1130849,SPORT_TEAM
Q113104,ORGANISATION
Q113156,PERSON
Q11318466,PERSON_TYPE
Q113193,MEDIA
Q1131971,TITLE
Q1132,LOCATION
Q1132023,INSTALLATION
Q11324938,INSTALLATION
Q1132677,ORGANISATION
Q1132776,LOCATION
Q1133,SUBSTANCE
Q113301,CONCEPT
Q1133475,ORGANISATION
Q1133545,SPORT_TEAM
Q11336,CREATION
Q11339601,PERSON
Q1134319,SPORT_TEAM
Q1134401,PERSON
Q1134595,SPORT_TEAM
Q1134659,SPORT_TEAM
Q113598,ORGANISATION
Q1136,BUSINESS
Q1136016,SPORT_TEAM
Q1136141,SPORT_TEAM
Q1136518,ORGANISATION
Q1137,LOCATION
Q1137250,ORGANISATION
Q1137275,EVENT
Q1137511,INSTALLATION
Q11378299,TITLE
Q1138,LOCATION
Q1138237,ORGANISATION
Q1138646,ORGANISATION
Q113870,PERSON
Q1139,SUBSTANCE
Q113911,PERSON
Q1139184,ORGANISATION
Q1139536,PERIOD
Q114,LOCATION
Q1140370,CONCEPT
Q1140392,SPORT_TEAM
Q11407,BUSINESS
Q114098,ORGANISATION
Q1141,LOCATION
Q1141306,SPORT_TEAM
Q1141973,ORGANISATION
Q1142,LOCATION
Q114213,CONCEPT
Q1142173,ORGANISATION
Q114240,MEDIA
Q1142430,ORGANISATION
Q1142995,SPORT_TEAM
Q1143,LOCATION
Q1143000,SPORT_TEAM
Q1143021,CONCEPT
Q1143151,CONCEPT
Q11436,ARTIFACT
Q1143797,SPORT_TEAM
Q1144065,PERIOD
Q1144178,CONCEPT
Q1144513,ORGANISATION
Q114471,PERSON
Q114474,PERSON
Q114478,AWARD
Q1145,PERSON
Q1145059,MEDIA
Q1145096,PERSON_TYPE
Q114535,MEDIA
Q1145377,MEASURE
Q1145566,PERIOD
Q1145608,PERSON
Q1145714,TITLE
Q1146,SUBSTANCE
Q1146230,ORGANISATION
Q11463,BUSINESS
Q114636,AWARD
Q1147,LOCATION
Q1147759,MEDIA
Q1148,LOCATION
Q1148233,SPORT_TEAM
Q114835,MEDIA
Q1148511,LOCATION
Q114884,LOCATION
Q1149,PERSON
Q114900,PERSON
Q1149297,CONCEPT
Q114990,BUSINESS
Q115,LOCATION
Q1150095,PERIOD
Q11500981,PERSON_TYPE
Q1150104,PERIOD
Q1150120,PERIOD
Q1150135,PERIOD
Q115026,PERSON_TYPE
Q1150339,CONCEPT
Q11507145,BUSINESS
Q1150759,PERIOD
Q115076,MEDIA
Q1150815,MEASURE
Q1150950,INSTALLATION
Q1151,PERSON
Q115146,MEDIA
Q11517,MEDIA
Q1152,LOCATION
Q1152826,PERSON_TYPE
Q1153,LOCATION
Q1153087,ORGANISATION
Q1153480,MEDIA
Q115367,PERSON
Q1154,LOCATION
Q115468,CREATION
Q115473,PERSON_TYPE
Q1155,LOCATION
Q115522,ORGANISATION
Q115524,MEDIA
Q1155502,INSTITUTION
Q1155759,TITLE
Q1155836,SPORT_TEAM
Q1156,LOCATION
Q1156325,EVENT
Q115644,MEDIA
Q1156579,SPORT_TEAM
Q1157,LOCATION
Q11573524,TITLE
Q115800,CREATION
Q115862,PERSON_TYPE
Q115864,PERSON_TYPE
Q1158906,PERSON
Q115895,MEDIA
Q1159,LOCATION
Q1159846,TITLE
Q11599230,PERSON
Q116001,MEDIA
Q116006,MEDIA
Q116009,ORGANISATION
Q1160302,SPORT_TEAM
Q11607290,EVENT
Q116080,ORGANISATION
Q116082,CREATION
Q1160820,BUSINESS
Q116102,TITLE
Q1161083,SPORT_TEAM
Q116113,PERSON
Q116139,ORGANISATION
Q116158,ORGANISATION
Q1161970,ORGANISATION
Q1162,LOCATION
Q116211,ORGANISATION
Q1162116,ORGANISATION
Q1162215,MEDIA
Q1162275,ORGANISATION
Q116238,PERSON_TYPE
Q1162506,CONCEPT
Q1162546,ORGANISATION
Q116299,PERSON_TYPE
Q11632322,ORGANISATION
Q11634783,TITLE
Q116357,TITLE
Q1163715,SPORT_TEAM
Q1164,LOCATION
Q116401,MEDIA
Q1164078,PERSON
Q11646508,ARTIFACT
Q1165,LOCATION
Q116535,CREATION
Q1166,LOCATION
Q1166093,MEASURE
Q1166906,INSTALLATION
Q116696,CREATION
Q1167,LOCATION
Q116707,MEDIA
Q116712,AWARD
Q11678,CREATION
Q1168,LOCATION
Q116857,PERSON
Q11689064,INSTALLATION
Q1169,LOCATION
Q11690,LOCATION
Q1169202,ORGANISATION
Q11696,TITLE
Q116971,PERSON_TYPE
Q11699,TITLE
Q117,LOCATION
Q11702867,ORGANISATION
Q1170716,SPORT_TEAM
Q1171,LOCATION
Q117100,PERSON_TYPE
Q11710682,LOCATION
Q11712531,INSTALLATION
Q11713375,BUSINESS
Q117191,PERSON_TYPE
Q117244,PERSON_TYPE
Q11725,LOCATION
Q117255,PERSON_TYPE
Q1173,LOCATION
Q1174,LOCATION
Q11743237,CONCEPT
Q117458,PERSON_TYPE
Q1174776,PERSON
Q1175,LOCATION
Q1175220,PERSON
Q11755916,TITLE
Q11768,PERSON_TYPE
Q1177,LOCATION
Q117707,CREATION
Q117715,CREATION
Q117723,ORGANISATION
Q117726,PERSON_TYPE
Q117771,ORGANISATION
Q1178,PERSON
Q117815,ORGANISATION
Q117829,ORGANISATION
Q1179,LOCATION
Q117907,ORGANISATION
Q1179884,ORGANISATION
Q118,PERIOD
Q1180,LOCATION
Q118018,CREATION
Q1181,LOCATION
Q118149,AWARD
Q118164,ORGANISATION
Q1182522,INSTALLATION
Q118281,PERSON_TYPE
Q11829,CREATION
Q1183,LOCATION
Q11833539,CONCEPT
Q118365,CONCEPT
Q1184,LOCATION
Q118429,AWARD
Q118450,AWARD
Q1184840,ARTIFACT
Q1184850,MEDIA
Q1185,LOCATION
Q1185830,ORGANISATION
Q1185847,ORGANISATION
Q1185865,ORGANISATION
Q1185967,LOCATION
Q1186,LOCATION
Q1186127,PERIOD
Q1186318,MEASURE
Q1186368,CONCEPT
Q1186410,PERIOD
Q1186424,MEDIA
Q1187,LOCATION
Q1187032,INSTALLATION
Q118727,MEDIA
Q1188,LOCATION
Q11888492,ORGANISATION
Q1188940,PERSON
Q1189,PERSON
Q1189483,PERSON
Q119,PERIOD
Q1190,LOCATION
Q1190193,PERIOD
Q1190356,MEDIA
Q11906157,ORGANISATION
Q1190744,ARTIFACT
Q119084,ORGANISATION
Q1191,LOCATION
Q11911,LOCATION
Q1191194,PERSON_TYPE
Q11915321,ORGANISATION
Q1191688,MEDIA
Q119172,MEDIA
Q1191865,CONCEPT
Q1192,PERSON
Q11921429,ORGANISATION
Q11923139,ORGANISATION
Q11923142,ORGANISATION
Q11923170,ORGANISATION
Q11924766,BUSINESS
Q1192641,ORGANISATION
Q11927050,ORGANISATION
Q11927053,ORGANISATION
Q1192817,CONCEPT
Q1192903,TITLE
Q1192957,MEASURE
Q11929985,PERSON_TYPE
Q1193,LOCATION
Q11930729,ORGANISATION
Q11931192,ORGANISATION
Q11933563,ORGANISATION
Q11934533,PERSON_TYPE
Q1193517,CONCEPT
Q1193752,ARTIFACT
Q1193828,PERSON_TYPE
Q1194,LOCATION
Q11942144,PERSON_TYPE
Q11942698,TITLE
Q1194747,CONCEPT
Q1195,LOCATION
Q11951097,ORGANISATION
Q11951099,ORGANISATION
Q1195270,TITLE
Q11953,LOCATION
Q1195471,SUBSTANCE
Q1195543,BUSINESS
Q11956694,CREATION
Q11958,PERSON
Q11959,LOCATION
Q1196,LOCATION
Q11961756,ARTIFACT
Q119633,MEDIA
Q1196535,CONCEPT
Q1196639,PERIOD
Q1196645,PERSON_TYPE
Q119677,AWARD
Q119693,CREATION
Q1197,LOCATION
Q119747,CREATION
Q119763,ORGANISATION
Q1198,LOCATION
Q1198527,MEASURE
Q11986,CREATION
Q11987669,BUSINESS
Q119879,ORGANISATION
Q11988,CREATION
Q1199,LOCATION
Q119908,ORGANISATION
Q1199280,CREATION
Q119945,ORGANISATION
Q11999,CREATION
Q120,PERIOD
Q1200,LOCATION
Q12004,PLANT
Q1200566,ANIMAL
Q1201,LOCATION
Q120112,CREATION
Q12011831,MEASURE
Q12011870,ORGANISATION
Q1202,LOCATION
Q1202002,ORGANISATION
Q1202117,SPORT_TEAM
Q120219,MEDIA
Q120233,BUSINESS
Q1202394,ARTIFACT
Q12027988,ORGANISATION
Q1202972,CONCEPT
Q1203,PERSON
Q1203667,ORGANISATION
Q1204,LOCATION
Q12041626,ORGANISATION
Q12041894,ORGANISATION
Q1204289,ORGANISATION
Q12042897,BUSINESS
Q1204496,MEDIA
Q120457,ORGANISATION
Q12048439,ORGANISATION
Q12048471,ORGANISATION
Q1204870,ORGANISATION
Q1204931,ORGANISATION
Q1204935,CONCEPT
Q1205,LOCATION
Q120503,LOCATION
Q120538,ORGANISATION
Q12059657,MEASURE
Q1206,LOCATION
Q120601,PERSON_TYPE
Q12060375,ORGANISATION
Q12061517,PERSON_TYPE
Q1206403,CONCEPT
Q1206823,PERIOD
Q120684,PERSON_TYPE
Q1207,LOCATION
Q1207315,PERIOD
Q1207317,PERIOD
Q1207386,PERIOD
Q1207561,INSTALLATION
Q1208,LOCATION
Q1208310,INSTALLATION
Q1209,LOCATION
Q1209571,TITLE
Q1209676,PERSON_TYPE
Q1209677,PERSON
Q12097,TITLE
Q1209761,SPORT_TEAM
Q12099,PLANT
Q121,PERIOD
Q1210,LOCATION
Q1210267,SPORT_TEAM
Q12104,PLANT
Q12107,CONCEPT
Q1211,LOCATION
Q1212,LOCATION
Q121254,CONCEPT
Q12131875,MEDIA
Q1213621,CREATION
Q121393,PERIOD
Q1214,LOCATION
Q121410,LOCATION
Q1214568,ORGANISATION
Q12156246,CREATION
Q121588,ORGANISATION
Q121594,TITLE
Q1215959,CREATION
Q1216,LOCATION
Q1216584,PERSON_TYPE
Q1217,PERSON
Q12175,CONCEPT
Q1218,LOCATION
Q12180107,ORGANISATION
Q121816,CREATION
Q121842,PERSON_TYPE
Q121869,PERSON_TYPE
Q1219,LOCATION
Q12191,LOCATION
Q1219271,MEDIA
Q122,PERIOD
Q1220,PERSON
Q1221,LOCATION
Q122141,BUSINESS
Q122178,CREATION
Q12218353,MEDIA
Q12218355,MEDIA
Q12218362,MEDIA
Q1222,LOCATION
Q12221,BUSINESS
Q12223,PERSON_TYPE
Q12228863,PERIOD
Q1223,LOCATION
Q1223422,PERSON
Q1224,PERSON
Q1224808,BUSINESS
Q1225,PERSON
Q122547,ARTIFACT
Q122563,LOCATION
Q1226,SUBSTANCE
Q1227,LOCATION
Q12270598,BUSINESS
Q122781,CREATION
Q1228,PERSON
Q1228234,INSTALLATION
Q122877,MEDIA
Q122882,PERSON
Q122894,MEASURE
Q1229,LOCATION
Q1229765,ARTIFACT
Q12299916,PERIOD
Q123,PERIOD
Q1230,PERSON
Q123033,PERSON_TYPE
Q1231,LOCATION
Q1232,SUBSTANCE
Q123209,ORGANISATION
Q123220,INSTITUTION
Q1233,PERSON
Q123306,LOCATION
Q12339940,MEASURE
Q1234,SUBSTANCE
Q1235,PERSON
Q123577,EVENT
Q123585,ORGANISATION
Q12364950,PERIOD
Q123657,BUSINESS
Q123701,CREATION
Q123708,ORGANISATION
Q123737,AWARD
Q123759,ORGANISATION
Q1237961,SPORT_TEAM
Q1238,PERSON
Q1239,LOCATION
Q1239192,INSTALLATION
Q124,PERIOD
Q1240,PERSON
Q1241,PERSON
Q1241909,CONCEPT
Q1242,PERSON
Q124216,PERSON_TYPE
Q1243,LOCATION
Q12439,LOCATION
Q1245,PERSON
Q1246,LOCATION
Q124617,PERSON
Q124664,ARTIFACT
Q1246837,PERSON_TYPE
Q1247,LOCATION
Q124706,MEDIA
Q124739,LOCATION
Q124755,ARTIFACT
Q1247846,PERSON
Q1248,LOCATION
Q1248689,MEASURE
Q1249,SUBSTANCE
Q1249024,ORGANISATION
Q125,PERIOD
Q1250,LOCATION
Q125003,ORGANISATION
Q12500827,CREATION
Q1250111,BUSINESS
Q1250417,LOCATION
Q1251,LOCATION
Q12512,INSTALLATION
Q1251615,ORGANISATION
Q1252,SUBSTANCE
Q125293,LOCATION
Q1253,PERSON
Q1253884,PERSON_TYPE
Q125391,AWARD
Q1254,PERSON
Q12542,PERSON_TYPE
Q1254704,SPORT_TEAM
Q125482,TITLE
Q1255,LOCATION
Q12553,LOCATION
Q12554,PERIOD
Q125564,PERSON_TYPE
Q1255835,INSTALLATION
Q1255921,TITLE
Q1256,LOCATION
Q12560,LOCATION
Q12560060,PERIOD
Q1257,PERSON
Q1257033,ORGANISATION
Q1257143,CONCEPT
Q1257426,PERSON_TYPE
Q1257441,BUSINESS
Q125758,ORGANISATION
Q1258,SUBSTANCE
Q125837,ORGANISATION
Q12584835,PERIOD
Q125870,ORGANISATION
Q125884,ORGANISATION
Q1258876,ORGANISATION
Q125905,LOCATION
Q125912,LOCATION
Q1259237,EVENT
Q1259273,ORGANISATION
Q125949,CREATION
Q125973,TITLE
Q126,PERIOD
Q1260,PERSON
Q126010,PERSON_TYPE
Q1261,LOCATION
Q126100,ORGANISATION
Q12612,LOCATION
Q12613354,ORGANISATION
Q126149,CREATION
Q1262,LOCATION
Q1263,LOCATION
Q1263231,PERSON_TYPE
Q126334,SPORT_TEAM
Q1264,PERSON
Q12643221,MEDIA
Q1264562,PERSON
Q1265,LOCATION
Q1265120,CONCEPT
Q1265773,CONCEPT
Q1266,SUBSTANCE
Q1266099,ORGANISATION
Q1266413,LOCATION
Q126680,PERSON
Q126692,CONCEPT
Q126718,MEDIA
Q1267485,INSTALLATION
Q126756,PERSON_TYPE
Q1268187,LOCATION
Q1268257,TITLE
Q1269182,PERIOD
Q126938,ORGANISATION
Q126994,MEDIA
Q127,PERIOD
Q1270,LOCATION
Q127012,CREATION
Q1270330,ORGANISATION
Q127042,MEDIA
Q1271,PERSON
Q127107,ORGANISATION
Q127138,CREATION
Q1272,SUBSTANCE
Q1273,LOCATION
Q12738,LOCATION
Q127393,CONCEPT
Q1274,LOCATION
Q127413,ORGANISATION
Q127424,ORGANISATION
Q12746,LOCATION
Q1274979,CREATION
Q1275,PERSON
Q127515,PERSON_TYPE
Q1275341,CONCEPT
Q12756954,PERSON_TYPE
Q1276,PERSON
Q1277,LOCATION
Q12770,LOCATION
Q127710,TITLE
Q1277355,TITLE
Q1277366,CREATION
Q127752,CREATION
Q127788,AWARD
Q1278,SUBSTANCE
Q12786573,PERSON_TYPE
Q127885,PERSON_TYPE
Q1278914,PERSON_TYPE
Q1279,LOCATION
Q12799,PERIOD
Q128,PERIOD
Q1280,LOCATION
Q128008,CREATION
Q128028,CREATION
Q12808193,EVENT
Q128114,LOCATION
Q12812755,INSTALLATION
Q128135,CONCEPT
Q128138,PERSON
Q1282,LOCATION
Q1282229,ORGANISATION
Q12826,CREATION
Q1283,LOCATION
Q12837,LOCATION
Q1284,LOCATION
Q128429,PERSON
