WikidataID,Class
Q1094569,MEDIA
Q109499,LOCATION
Q1095,LOCATION
Q1096,SUBSTANCE
Q1097,INSTALLATION
Q1097118,PERSON_TYPE
Q1097991,CONCEPT
Q1098,SUBSTANCE
Q1098165,AWARD
Q1099,SUBSTANCE
Q10990495,ORGANISATION
Q109960,TITLE
Q110,PERIOD
Q1100,SUBSTANCE
Q11004140,PERSON
Q1101,LOCATION
Q11011,LEGAL
Q11014,MEDIA
Q110159,CREATION
Q110193,CREATION
Q1102,SUBSTANCE
Q1103,SUBSTANCE
Q1103117,PERSON_TYPE
Q1103168,SPORT_TEAM
Q1103684,SPORT_TEAM
Q1104,LOCATION
Q1105,SUBSTANCE
Q11051,CONCEPT
Q11059,CONCEPT
Q1106,SUBSTANCE
Q110632,AWARD
Q110632,AWARD
Q110791,MEASURE
Q1108,SUBSTANCE
Q110807,MEASURE
Q110817,MEASURE
Q110823,MEASURE
Q110827,MEASURE
Q110832,ORGANISATION
Q110837,ORGANISATION
Q110843,ORGANISATION
Q110857,ORGANISATION
Q1109,SUBSTANCE
Q1109552,CONCEPT
Q1109698,LOCATION
Q111,LOCATION
Q1110733,ORGANISATION
Q1111230,ARTIFACT
Q1111875,CREATION
Q1112,SUBSTANCE
Q11128,LEGAL
Q1113,LOCATION
Q1113025,MEASURE
Q1114,LOCATION
Q1114493,INSTITUTION
Q11146,LEGAL
Q11148,MEDIA
Q1115,SUBSTANCE
Q11150837,ORGANISATION
Q1116,LOCATION
Q111612,AWARD
Q111612,AWARD
Q1117074,ORGANISATION
Q111734,AWARD
Q111734,AWARD
Q111784,TITLE
Q1118,LOCATION
Q111840,PERSON
Q1119,SUBSTANCE
Q11191,CREATION
Q11194,LOCATION
Q1119406,PERSON
Q112,PERSON
Q112014,INSTITUTION
Q112051,ORGANISATION
Q11207,BUSINESS
Q1120844,LOCATION
Q11209,INSTITUTION
Q1121,SUBSTANCE
Q11211,ORGANISATION
Q112138,CREATION
Q112197,AWARD
Q112197,AWARD
Q1122,LOCATION
Q112243,AWARD
Q112243,AWARD
Q1122645,INSTITUTION
Q11229,MEASURE
Q1122988,ORGANISATION
Q1123,SUBSTANCE
Q112306,ORGANISATION
Q1123231,CONCEPT
Q1123233,MEASURE
Q1124,PERSON
Q1125,LOCATION
Q1125408,ORGANISATION
Q11255,ARTIFACT
Q1126,LOCATION
Q11269,PERIOD
Q112713,ORGANISATION
Q1127176,LEGAL
Q11272,ARTIFACT
Q1127576,ORGANISATION
Q112790,LOCATION
Q1128,SUBSTANCE
Q11282917,ORGANISATION
Q1128775,CREATION
Q11287895,ARTIFACT
Q1128816,BUSINESS
Q11289,BUSINESS
Q1128945,ORGANISATION
Q1129,LOCATION
Q1129564,ORGANISATION
Q1129599,ORGANISATION
Q11297,INSTALLATION
Q1130,LOCATION
Q113000,SPORT_TEAM
Q1130041,ORGANISATION
Q11301188,PERSON
Q11304138,BUSINESS
Q1130557,PERSON_TYPE
Q1130849,SPORT_TEAM
Q113104,ORGANISATION
Q113156,PERSON
Q1132,LOCATION
Q1132023,INSTALLATION
Q1132677,ORGANISATION
Q1132776,LOCATION
Q1133,SUBSTANCE
Q11336,CREATION
Q1133920,TITLE
Q11339601,PERSON
Q11341967,ARTIFACT
Q1134401,PERSON
Q113453,CONCEPT
Q1134595,SPORT_TEAM
Q11358269,INSTALLATION
Q113598,ORGANISATION
Q1136,BUSINESS
Q1136016,SPORT_TEAM
Q1136518,ORGANISATION
Q1137,LOCATION
Q11374559,INSTALLATION
Q1137511,INSTALLATION
Q11376151,SUBSTANCE
Q1137616,LEGAL
Q11378299,TITLE
Q1138,LOCATION
Q1138646,ORGANISATION
Q113870,PERSON
Q1139,SUBSTANCE
Q113911,PERSON
Q1139184,ORGANISATION
Q1140392,SPORT_TEAM
Q11407,BUSINESS
Q114077,CONCEPT
Q114098,ORGANISATION
Q1141,LOCATION
Q1141973,ORGANISATION
Q1142,LOCATION
Q114213,CONCEPT
Q114240,MEDIA
Q1142430,ORGANISATION
Q1143000,SPORT_TEAM
Q1143021,CONCEPT
Q114305,SPORT_TEAM
Q1143151,CONCEPT
Q1143579,INSTALLATION
Q11436,ARTIFACT
Q1143797,SPORT_TEAM
Q1144065,PERIOD
Q1144178,CONCEPT
Q114471,PERSON
Q114474,PERSON
Q114478,AWARD
Q114478,AWARD
Q1145,PERSON
Q1145059,MEDIA
Q1145096,PERSON_TYPE
Q114535,MEDIA
Q1145377,MEASURE
Q1145566,PERIOD
Q1145608,PERSON
Q1146,SUBSTANCE
Q1146230,ORGANISATION
Q11463,BUSINESS
Q114636,AWARD
Q114636,AWARD
Q114725,CONCEPT
Q1147759,MEDIA
Q1148,LOCATION
Q1148446,INSTITUTION
Q1148511,LOCATION
Q114884,LOCATION
Q1149,PERSON
Q114900,PERSON
Q1149297,CONCEPT
Q114990,BUSINESS
Q115,LOCATION
Q1150095,PERIOD
Q1150104,PERIOD
Q1150120,PERIOD
Q1150135,PERIOD
Q115026,PERSON_TYPE
Q1150339,CONCEPT
Q1150759,PERIOD
Q115076,MEDIA
Q1150815,MEASURE
Q1150950,INSTALLATION
Q1151,PERSON
Q115146,MEDIA
Q11517,MEDIA
Q1152,LOCATION
Q1153,LOCATION
Q1153087,ORGANISATION
Q1153480,MEDIA
Q115367,PERSON
Q1154,LOCATION
Q115468,CREATION
Q115473,PERSON_TYPE
Q1155,LOCATION
Q115524,MEDIA
Q1156,LOCATION
Q115644,MEDIA
Q1156579,SPORT_TEAM
Q115800,CREATION
Q115862,PERSON_TYPE
Q115864,PERSON_TYPE
Q1158906,PERSON
Q115895,MEDIA
Q1159,LOCATION
Q1159846,TITLE
Q11599230,PERSON
Q116001,MEDIA
Q116006,MEDIA
Q116009,ORGANISATION
Q116080,ORGANISATION
Q11608028,ARTIFACT
Q116082,CREATION
Q1160820,BUSINESS
Q116113,PERSON
Q116158,ORGANISATION
Q1161970,ORGANISATION
Q1162,LOCATION
Q116211,ORGANISATION
Q1162116,ORGANISATION
Q1162163,TITLE
Q116238,PERSON_TYPE
Q1162546,ORGANISATION
Q116299,PERSON_TYPE
Q116347,SPORT_TEAM
Q116357,TITLE
Q1164,LOCATION
Q116401,MEDIA
Q1165,LOCATION
Q116535,CREATION
Q1166,LOCATION
Q1166093,MEASURE
Q1166906,INSTALLATION
Q116696,CREATION
Q1167,LOCATION
Q116707,MEDIA
Q116712,AWARD
Q116712,AWARD
Q11678,CREATION
Q1168,LOCATION
Q116857,PERSON
Q11689064,INSTALLATION
Q1169,LOCATION
Q11690,LOCATION
Q1169202,ORGANISATION
Q116947,ARTIFACT
Q116971,PERSON_TYPE
Q117,LOCATION
Q1171,LOCATION
Q117100,PERSON_TYPE
Q117191,PERSON_TYPE
Q117244,PERSON_TYPE
Q11725,LOCATION
Q117255,PERSON_TYPE
Q1173,LOCATION
Q1174,LOCATION
Q117458,PERSON_TYPE
Q1174776,PERSON
Q1175,LOCATION
Q1175220,PERSON
Q1177,LOCATION
Q117707,CREATION
Q117715,CREATION
Q117723,ORGANISATION
Q117726,PERSON_TYPE
Q117771,ORGANISATION
Q1178,PERSON
Q117815,ORGANISATION
Q1179,LOCATION
Q117907,ORGANISATION
Q11797533,ARTIFACT
Q1179884,ORGANISATION
Q118,PERIOD
Q1180,LOCATION
Q118018,CREATION
Q118084,CONCEPT
Q1181,LOCATION
Q118149,AWARD
Q118149,AWARD
Q118164,ORGANISATION
Q118281,PERSON_TYPE
Q11829,CREATION
Q1183,LOCATION
Q118365,CONCEPT
Q1184,LOCATION
Q118429,AWARD
Q118450,AWARD
Q1184840,ARTIFACT
Q1184850,MEDIA
Q118498,SPORT_TEAM
Q1185,LOCATION
Q1185830,ORGANISATION
Q1186,LOCATION
Q1186127,PERIOD
Q1186318,MEASURE
Q11863217,INSTITUTION
Q1186368,CONCEPT
Q1186410,PERIOD
Q1186424,MEDIA
Q1187,LOCATION
Q118727,MEDIA
Q1188,LOCATION
Q1188075,INSTITUTION
Q11888492,ORGANISATION
Q1188940,PERSON
Q1189,PERSON
Q1189483,PERSON
Q119,PERIOD
Q1190,LOCATION
Q1190193,PERIOD
Q1190356,MEDIA
Q1191,LOCATION
Q11911,LOCATION
Q1191194,PERSON_TYPE
Q1191688,MEDIA
Q119172,MEDIA
Q1191865,CONCEPT
Q1192,PERSON
Q1192641,ORGANISATION
Q1192903,TITLE
Q1192957,MEASURE
Q11929985,PERSON_TYPE
Q1193,LOCATION
Q11933563,ORGANISATION
Q1193828,PERSON_TYPE
Q1194,LOCATION
Q11942,INSTITUTION
Q1194368,ARTIFACT
Q1194747,CONCEPT
Q1195,LOCATION
Q119515,INSTITUTION
Q119517,INSTALLATION
Q11953,LOCATION
Q1195543,BUSINESS
Q11956694,CREATION
Q11958,PERSON
Q11959,LOCATION
Q1196,LOCATION
Q1196639,PERIOD
Q1196645,PERSON_TYPE
Q119677,AWARD
Q119677,AWARD
Q119693,CREATION
Q1197,LOCATION
Q119720,INSTALLATION
Q119747,CREATION
Q119763,ORGANISATION
Q1198,LOCATION
Q11986,CREATION
Q119879,ORGANISATION
Q11988,CREATION
Q1199,LOCATION
Q119908,ORGANISATION
Q1199280,CREATION
Q11993,CREATION
Q119979,ARTIFACT
Q11999,CREATION
Q120,PERIOD
Q1200,LOCATION
Q12004,PLANT
Q12004,PLANT
Q1201,LOCATION
Q120112,CREATION
Q120143,CREATION
Q1202,LOCATION
Q120219,MEDIA
Q120233,BUSINESS
Q12027988,ORGANISATION
Q1202972,CONCEPT
Q1203,PERSON
Q1204,LOCATION
Q12041626,ORGANISATION
Q12041894,ORGANISATION
Q1204289,ORGANISATION
Q1204496,MEDIA
Q120457,ORGANISATION
Q12048439,ORGANISATION
Q12048471,ORGANISATION
Q1205,LOCATION
Q120503,LOCATION
Q120538,ORGANISATION
Q1206,LOCATION
Q120601,PERSON_TYPE
Q12060375,ORGANISATION
Q12061517,PERSON_TYPE
Q1206403,CONCEPT
Q1206823,PERIOD
Q120684,PERSON_TYPE
Q1207,LOCATION
Q1207315,PERIOD
Q1207317,PERIOD
Q1207353,TITLE
Q1207386,PERIOD
Q1208,LOCATION
Q1208310,INSTALLATION
Q1209,LOCATION
Q1209676,PERSON_TYPE
Q1209677,PERSON
Q12097,TITLE
Q12099,PLANT
Q12099,PLANT
Q121,PERIOD
Q1210,LOCATION
Q12104,PLANT
Q12104,PLANT
Q12107,CONCEPT
Q121073,PLANT
Q1211,LOCATION
Q1212,LOCATION
Q121254,CONCEPT
Q1213,CONCEPT
Q1213621,CREATION
Q121393,PERIOD
Q1214,LOCATION
Q121410,LOCATION
Q121427,PLANT
Q1214568,ORGANISATION
Q121588,ORGANISATION
Q121594,TITLE
Q1215959,CREATION
Q1216,LOCATION
Q1216584,PERSON_TYPE
Q1216731,INSTITUTION
Q1217,PERSON
Q121731,INSTITUTION
Q12175,CONCEPT
Q1218,LOCATION
Q121816,CREATION
Q121842,PERSON_TYPE
Q1219,LOCATION
Q12191,LOCATION
Q1219271,MEDIA
Q122,PERIOD
Q1220,PERSON
Q1221,LOCATION
Q1221126,TITLE
Q1221134,LEGAL
Q122141,BUSINESS
Q122178,CREATION
Q1222,LOCATION
Q122201,SPORT_TEAM
Q12221,BUSINESS
Q12223,PERSON_TYPE
Q122245,SPORT_TEAM
Q1223,LOCATION
Q1223422,PERSON
Q1224,PERSON
Q1224808,BUSINESS
Q1225,PERSON
Q1225300,INSTITUTION
Q122563,LOCATION
Q1226,SUBSTANCE
Q1227,LOCATION
Q12270598,BUSINESS
Q122781,CREATION
Q1228,PERSON
Q1228244,MEASURE
Q122877,MEDIA
Q122882,PERSON
Q122894,MEASURE
Q1229,LOCATION
Q1229765,ARTIFACT
Q123,PERIOD
Q1230,PERSON
Q123033,PERSON_TYPE
Q1230987,INSTITUTION
Q1231,LOCATION
Q1232,SUBSTANCE
Q123209,ORGANISATION
Q123220,INSTITUTION
Q1233,PERSON
Q123306,LOCATION
Q123326,ARTIFACT
Q1234,SUBSTANCE
Q1235,PERSON
Q123585,ORGANISATION
Q12364950,PERIOD
Q123701,CREATION
Q123708,ORGANISATION
Q123737,AWARD
Q123737,AWARD
Q123759,ORGANISATION
Q1237961,SPORT_TEAM
Q1238,PERSON
Q1239,LOCATION
Q1239192,INSTALLATION
Q124,PERIOD
Q1240,PERSON
Q1241,PERSON
Q1242,PERSON
Q124216,PERSON_TYPE
Q1243,LOCATION
Q12432,INSTITUTION
Q12438,MEASURE
Q12439,LOCATION
Q1245,PERSON
Q1246,LOCATION
Q124617,PERSON
Q124664,ARTIFACT
Q1246837,PERSON_TYPE
Q1247,LOCATION
Q124706,MEDIA
Q124739,LOCATION
Q1247846,PERSON
Q1248,LOCATION
Q1248689,MEASURE
Q1249,SUBSTANCE
Q125,PERIOD
Q1250,LOCATION
Q125003,ORGANISATION
Q1250111,BUSINESS
Q1250111,BUSINESS
Q1250417,LOCATION
Q1251,LOCATION
Q12510,CONCEPT
Q12512,INSTALLATION
Q1251615,ORGANISATION
Q1251687,TITLE
Q1252,SUBSTANCE
Q1252707,INSTITUTION
Q125293,LOCATION
Q1253,PERSON
Q125312,LEGAL
Q125371,LEGAL
Q1253884,PERSON_TYPE
Q125391,AWARD
Q1254,PERSON
Q12542,PERSON_TYPE
Q125482,TITLE
Q1255,LOCATION
Q12553,LOCATION
Q12554,PERIOD
Q125564,PERSON_TYPE
Q1255835,INSTALLATION
Q1255921,TITLE
Q1256,LOCATION
Q12560,LOCATION
Q12560060,PERIOD
Q1257,PERSON
Q1257426,PERSON_TYPE
Q1258,SUBSTANCE
Q1258312,TITLE
Q125837,ORGANISATION
Q12584289,INSTALLATION
Q125870,ORGANISATION
Q125884,ORGANISATION
Q1258876,ORGANISATION
Q125905,LOCATION
Q125912,LOCATION
Q1259273,ORGANISATION
Q125928,CONCEPT
Q125949,CREATION
Q125973,TITLE
Q126,PERIOD
Q1260,PERSON
Q126010,PERSON_TYPE
Q1261,LOCATION
Q126100,ORGANISATION
Q1261096,INSTITUTION
Q12612,LOCATION
Q126149,CREATION
Q1262,LOCATION
Q1263,LOCATION
Q1263231,PERSON_TYPE
Q126334,SPORT_TEAM
Q1264,PERSON
Q1264090,INSTALLATION
Q1264562,PERSON
Q1265,LOCATION
Q1265120,CONCEPT
Q1266,SUBSTANCE
Q126604,LEGAL
Q1266099,ORGANISATION
Q1266413,LOCATION
Q126658,CREATION
Q126680,PERSON
Q1267485,INSTALLATION
Q126756,PERSON_TYPE
Q1268187,LOCATION
Q1268257,TITLE
Q126938,ORGANISATION
Q126994,MEDIA
Q127,PERIOD
Q1270,LOCATION
Q127012,CREATION
Q127042,MEDIA
Q1271,PERSON
Q127107,ORGANISATION
Q127138,CREATION
Q1272,SUBSTANCE
Q127293,ARTIFACT
Q1273,LOCATION
Q12738,LOCATION
Q127393,CONCEPT
Q1274,LOCATION
Q127413,ORGANISATION
Q127424,ORGANISATION
Q12746,LOCATION
Q1275,PERSON
Q127515,PERSON_TYPE
Q127549,SPORT_TEAM
Q1276,PERSON
Q1277,LOCATION
Q12770,LOCATION
Q127710,TITLE
Q1277366,CREATION
Q127752,CREATION
Q127788,AWARD
Q1278,SUBSTANCE
Q127885,PERSON_TYPE
Q1279,LOCATION
Q12799,PERIOD
Q128,PERIOD
Q1280,LOCATION
Q128008,CREATION
Q128028,CREATION
Q128114,LOCATION
Q128135,CONCEPT
Q128138,PERSON
Q1282,LOCATION
Q128207,CONCEPT
Q1282229,ORGANISATION
Q1283,LOCATION
Q12837,LOCATION
Q1284,LOCATION
Q128412,SPORT_TEAM
Q128422,ARTIFACT
Q128429,PERSON
Q128446,SPORT_TEAM
Q128468,INSTALLATION
Q128491,CREATION
Q1285,LOCATION
Q1286,LOCATION
Q128781,ORGANISATION
Q1288,LOCATION
Q128825,PERSON_TYPE
Q1288478,TITLE
Q12886,LOCATION
Q128864,ORGANISATION
Q1289,LOCATION
Q128911,PERSON
Q12892,LOCATION
Q128956,PERSON
Q128967,PERSON
Q128971,AWARD
Q128971,AWARD
Q128984,CREATION
Q128995,PERSON
Q129,PERIOD
Q1290,PERSON
Q1290818,PERSON_TYPE
Q1291,LOCATION
Q12910,LOCATION
Q129110,MEDIA
Q129137,ARTIFACT
Q129158,CREATION
Q1292092,INSTALLATION
Q1292279,LEGAL
Q12927,PERSON
Q129347,MEDIA
Q129372,AWARD
Q129400,CREATION
Q1294303,INSTITUTION
Q1294755,ARTIFACT
Q1294923,ORGANISATION
Q1295,LOCATION
Q129572,MEDIA
Q1296,LOCATION
Q12962,ORGANISATION
Q129626,CREATION
Q129633,CREATION
Q129634,ORGANISATION
Q129644,CREATION
Q129667,CREATION
Q129669,CREATION
Q12966903,ORGANISATION
Q129674,PERSON
Q1297,LOCATION
Q129711,CREATION
Q129720,CREATION
Q129724,ORGANISATION
Q129739,CREATION
Q129777,CREATION
Q129792,CREATION
Q129793,ARTIFACT
Q1298,PERSON
Q129803,CREATION
Q129844,ORGANISATION
Q129875,MEDIA
Q129882,MEDIA
Q129889,MEDIA
Q129908,CREATION
Q12996,LOCATION
Q129962,PERSON_TYPE
Q130,PERIOD
Q1300162,LEGAL
Q1301,SUBSTANCE
Q130163,CREATION
Q130178,ORGANISATION
Q130191,LOCATION
Q1302,SUBSTANCE
Q13021988,BUSINESS
Q1302471,MEASURE
Q130284,MEDIA
Q1303,SUBSTANCE
Q130375,ORGANISATION
Q1304,SUBSTANCE
Q13048507,PERSON_TYPE
Q1305,LOCATION
Q130502,INSTALLATION
Q1305046,INSTITUTION
Q130524,AWARD
Q130524,AWARD
Q1306,SUBSTANCE
Q130671,ORGANISATION
Q1307,SUBSTANCE
Q130700,ORGANISATION
Q130706,MEDIA
Q130710,MEDIA
Q130735,MEDIA
Q1307580,INSTITUTION
Q130761,ORGANISATION
Q130765,ORGANISATION
Q1308,LOCATION
Q130818,PERSON
Q130826,CREATION
Q130830,MEDIA
Q130845,MEDIA
Q130865,CREATION
Q1308737,ARTIFACT
Q130879,BUSINESS
Q130881,PERIOD
Q1309,LOCATION
Q130900,PERSON_TYPE
Q130940,CREATION
Q131,PERIOD
Q1310,LOCATION
Q131028,PERIOD
Q131077,PERSON
Q131140,ARTIFACT
Q1312,PERIOD
Q13124,ORGANISATION
Q131242,PERSON_TYPE
Q131246,CONCEPT
Q131255,MEASURE
Q13129,ORGANISATION
Q1313,PERIOD
Q13130268,ORGANISATION
Q131329,LOCATION
Q131355,PERSON
Q131382,ARTIFACT
Q1314,PERIOD
Q1314382,ARTIFACT
Q131439,MEDIA
Q131449,CONCEPT
Q131478,MEDIA
Q131495,LOCATION
Q131542,PLANT
Q131551,PLANT
Q131569,LEGAL
Q13158,PLANT
Q13158,PLANT
Q1316,PERSON
Q13164,INSTITUTION
Q131647,AWARD
Q131692,ORGANISATION
Q1317,PERSON
Q1317008,BUSINESS
Q13171,CREATION
Q131713,CREATION
Q131718,CREATION
Q13172,CREATION
Q131723,ARTIFACT
Q131772,PERIOD
Q131802,PERSON_TYPE
Q13182,PLANT
Q1318423,PERSON_TYPE
Q131843,PLANT
Q131852,INSTALLATION
Q13192,CONCEPT
Q131964,LOCATION
Q13197,CONCEPT
Q13199,CONCEPT
Q132,PERIOD
Q1320,PERSON
Q13201,CONCEPT
Q13202,CONCEPT
Q13203,CONCEPT
Q132050,TITLE
Q132068,MEDIA
Q13207,CONCEPT
Q1321,CONCEPT
Q132110,MEDIA
Q1321274,ARTIFACT
Q13216,CONCEPT
Q1321721,CONCEPT
Q13218,CONCEPT
Q13220,CONCEPT
Q13221714,ARTIFACT
Q132240,ARTIFACT
Q132294,ORGANISATION
Q1322976,LOCATION
Q13231,CREATION
Q1323373,SPORT_TEAM
Q1323565,CREATION
Q1324124,ARTIFACT
Q1325,PERSON
Q132516,ARTIFACT
Q132518,ORGANISATION
Q132543,PERSON
Q1325502,PERIOD
Q1325515,PERIOD
Q1325528,PERIOD
Q1325538,PERIOD
Q1325555,PERIOD
Q1326365,TITLE
Q1328,PERSON
Q132874,ARTIFACT
Q132885,SPORT_TEAM
Q1328983,PERIOD
Q1329,PERSON
Q1329277,INSTALLATION
Q132987,CONCEPT
Q132990,PERSON_TYPE
Q132994,PERIOD
Q133032,PERSON_TYPE
Q1330468,PERIOD
Q1330479,PERIOD
Q1330494,PERIOD
Q1330968,ORGANISATION
Q1331,PERSON
Q1331152,ORGANISATION
Q1331440,CONCEPT
Q133198,CREATION
Q133207,ORGANISATION
Q133207,ORGANISATION
Q133255,PERSON_TYPE
Q133261,CREATION
Q13329,LOCATION
Q1333,PERSON
Q133315,LOCATION
Q13335,INSTITUTION
Q13338,INSTITUTION
Q13340,INSTITUTION
