WikidataID,LabelWikidata,Class
Q1223,Washington (state),LOCATION
Q1224,Carlo Azeglio Ciampi,PERSON
Q1225,Bruce Springsteen,PERSON
Q1226,Rutherfordium,SUBSTANCE
Q1227,Nevada,LOCATION
Q1228,Oscar Luigi Scalfaro,PERSON
Q1229,Don River (Russia),LOCATION
Q123,September,PERIOD
Q1230,Francesco Cossiga,PERSON
Q1231,Kosovo field (region),LOCATION
Q1232,Dubnium,SUBSTANCE
Q1233,Sandro Pertini,PERSON
Q1234,Seaborgium,SUBSTANCE
Q1235,Giovanni Leone,PERSON
Q1238,Giuseppe Saragat,PERSON
Q1239,Indian Ocean,LOCATION
Q124,October,PERIOD
Q1240,Antonio Segni,PERSON
Q1241,Giovanni Gronchi,PERSON
Q1242,Luigi Einaudi,PERSON
Q1243,Veneto,LOCATION
Q1245,Enrico De Nicola,PERSON
Q1246,Kosovo,LOCATION
Q1247,Caribbean Sea,LOCATION
Q1248,Monte Viso,LOCATION
Q1249,Bohrium,SUBSTANCE
Q125,November,PERIOD
Q1250,Friuli-Venezia Giulia,LOCATION
Q1251,Cottian Alps,LOCATION
Q1252,Hassium,SUBSTANCE
Q1253,Ban Ki-moon,PERSON
Q1254,Kofi Annan,PERSON
Q1255,Autonomous Province of Kosovo and Metohija,LOCATION
Q1256,Liguria,LOCATION
Q1257,Boutros Boutros-Ghali,PERSON
Q1258,Meitnerium,SUBSTANCE
Q126,December,PERIOD
Q1260,Kurt Waldheim,PERSON
Q1261,Colorado,LOCATION
Q1262,Graian Alps,LOCATION
Q1263,Emilia-Romagna,LOCATION
Q1264,U Thant,PERSON
Q1264562,Jacob Lestschinsky,PERSON
Q1265,Colorado River,LOCATION
Q1266,Darmstadtium,SUBSTANCE
Q127,Tuesday,PERIOD
Q1270,Pennine Alps,LOCATION
Q1271,Trygve Lie,PERSON
Q1272,Roentgenium,SUBSTANCE
Q1273,Tuscany,LOCATION
Q1274,Lepontine Alps,LOCATION
Q1275,Gladwyn Jebb,PERSON
Q1276,Leonard Cohen,PERSON
Q1277,Rhaetian Alps,LOCATION
Q1278,Copernicium,SUBSTANCE
Q1279,Marche,LOCATION
Q128,Wednesday,PERIOD
Q1280,Umbria,LOCATION
Q1282,Lazio,LOCATION
Q1283,Dolomites,LOCATION
Q1284,Abruzzo,LOCATION
Q1285,Apennine Mountains,LOCATION
Q1286,Alps,LOCATION
Q1288,Carpathian Mountains,LOCATION
Q1289,Grenoble,LOCATION
Q129,Thursday,PERIOD
Q1290,Blaise Pascal,PERSON
Q1291,Bron,LOCATION
Q12927,Marine Le Pen,PERSON
Q1295,Dortmund,LOCATION
Q1296,Ghent,LOCATION
Q1297,Chicago,LOCATION
Q1298,Pedro Montt,PERSON
Q130,Friday,PERIOD
Q1301,Nihonium,SUBSTANCE
Q1302,Flerovium,SUBSTANCE
Q1303,Moscovium,SUBSTANCE
Q1304,Livermorium,SUBSTANCE
Q13048507,Bavarians,PERSON_TYPE
Q1305,Wageningen,LOCATION
Q1306,Tennessine,SUBSTANCE
Q1307,Oganesson,SUBSTANCE
Q1308,Como,LOCATION
Q1309,Maastricht,LOCATION
Q131,Saturday,PERIOD
Q1310,Arnhem,LOCATION
Q1312,Spring (season),PERIOD
Q1313,Summer,PERIOD
Q1314,Autumn,PERIOD
Q1316,Saddam Hussein,PERSON
Q1317,Osama bin Laden,PERSON
Q131964,Austrian Empire,LOCATION
Q132,Sunday,PERIOD
Q1320,Jorge Montt,PERSON
Q1321,Spanish language,CONCEPT
Q1325,Friedrich Hayek,PERSON
Q1328,Manuel Montt,PERSON
Q1329,Manuel Bulnes,PERSON
Q1331,Manuel Blanco Encalada,PERSON
Q1333,Francisco Antonio Pinto,PERSON
Q1335,Montevideo,LOCATION
Q1336,Rimouski,LOCATION
Q1338,Upper Peninsula of Michigan,LOCATION
Q1339,Johann Sebastian Bach,PERSON
Q1340,Antonio Vivaldi,PERSON
Q1341,Tolyatti,LOCATION
Q1342,Pittsburgh,LOCATION
Q1343,TogliattiAzot,LOCATION
Q1345,Philadelphia,LOCATION
Q1346,GM-AvtoVAZ,BUSINESS
Q1346101,James Dyson,PERSON
Q1348,Kolkata,LOCATION
Q1348423,Salvador (film),CREATION
Q1350,Opel Astra,ARTIFACT
Q1352,Chennai,LOCATION
Q1353,Delhi,LOCATION
Q1354,Dhaka,LOCATION
Q1355,Bangalore,LOCATION
Q1356,West Bengal,LOCATION
Q1357,Spider,ANIMAL
Q1358,Arachnid,ANIMAL
Q1359,Chelicerata,ANIMAL
Q1360,Arthropod,ANIMAL
Q1361,Hyderabad,LOCATION
Q1362,Islamabad,LOCATION
Q1363,Tripura,LOCATION
Q1365,Swept Away (1974 film),CREATION
Q1367,Monkey,ANIMAL
Q1370,Virginia,LOCATION
Q1371,West Virginia,LOCATION
Q1372,Gran Paradiso,LOCATION
Q1373,Grivola,LOCATION
Q1374,Matterhorn,LOCATION
Q1377,University of Ljubljana,LOCATION
Q1378,University of Maribor,LOCATION
Q1380,Capsicum annuum,PLANT
Q1381,Dave Arneson,PERSON
Q1382,Piran,LOCATION
Q1383,Lake Huron,LOCATION
Q1384,New York (state),LOCATION
Q1385,Cerium,SUBSTANCE
Q1386,Praseodymium,SUBSTANCE
Q1387,Rhode Island,LOCATION
Q1388,Neodymium,SUBSTANCE
Q1389,St. Cecilia's Church_ Cologne,LOCATION
Q1390,Insect,ANIMAL
Q1391,Maryland,LOCATION
Q1392,Battle of Nieuwpoort,EVENT
Q1393,Delaware,LOCATION
Q1394,Vladimir Lenin,PERSON
Q1395,Leonardo Ortolani,PERSON
Q1396,Europium,SUBSTANCE
Q1397,Ohio,LOCATION
Q1398,Virgil,PERSON
Q140,Lion,ANIMAL
Q1400,Pennsylvania,LOCATION
Q1401,Petrarch,PERSON
Q1402,Giovanni Boccaccio,PERSON
Q1403,Luigi Pirandello,PERSON
Q1404,Uetersen,LOCATION
Q1405,Augustus,PERSON
Q1407,Tiberius,PERSON
Q1408,New Jersey,LOCATION
Q1409,Caligula,PERSON
Q1410,Gibraltar,LOCATION
Q1411,Claudius,PERSON
Q1412,Finnish language,CONCEPT
Q1413,Nero,PERSON
Q1414,Galba,PERSON
Q1415,Indiana,LOCATION
Q1416,Otho,PERSON
Q1417,Vitellius,PERSON
Q1417205,Battle of Mons,EVENT
Q1418,Nokia,BUSINESS
Q1419,Vespasian,PERSON
Q142,France,LOCATION
Q1421,Titus,PERSON
Q1422,Juventus F.C.,SPORT_TEAM
Q1423,Domitian,PERSON
Q1424,Nerva,PERSON
Q1425,Trajan,PERSON
Q1426,Roger Federer,PERSON
Q1427,Hadrian,PERSON
Q1428,Georgia (U.S. state),LOCATION
Q1429,Antoninus Pius,PERSON
Q1430,Marcus Aurelius,PERSON
Q1432,Wanfried,LOCATION
Q1433,Lucius Verus,PERSON
Q1434,Commodus,PERSON
Q1435,Zagreb,LOCATION
Q1436,Pertinax,PERSON
Q1437,Rajasthan,LOCATION
Q1438,Campania,LOCATION
Q1439,Texas,LOCATION
Q144,Dog,ANIMAL
Q1440,Didius Julianus,PERSON
Q1442,Septimius Severus,PERSON
Q1443,Molise,LOCATION
Q1445,Tamil Nadu,LOCATION
Q1446,Caracalla,PERSON
Q1447,Apulia,LOCATION
Q1449,Genoa,LOCATION
Q145,United Kingdom,LOCATION
Q1450,Bruno Mars,PERSON
Q1451,Mount Pinatubo,LOCATION
Q1452,Basilicata,LOCATION
Q1453,Alexandra Stan,PERSON
Q1454,North Carolina,LOCATION
Q1456,South Carolina,LOCATION
Q1457,U.C. Sampdoria,SPORT_TEAM
Q1458,Calabria,LOCATION
Q1459,Long-eared hedgehog,ANIMAL
Q146,Cat,ANIMAL
Q1460,Sicily,LOCATION
Q1461,Manila,LOCATION
Q1462,Sardinia,LOCATION
Q1463,Ferdinand Marcos,PERSON
Q1464,Benigno Aquino III,PERSON
Q1465,Feltre,LOCATION
Q1466,Unbiunium,SUBSTANCE
Q1467,Cebu City,LOCATION
Q1468,Eschwege,LOCATION
Q1469,Loire,LOCATION
Q1470,M. C. Escher,PERSON
Q1471,Seine,LOCATION
Q1473,Davao City,LOCATION
Q1475,Quezon City,LOCATION
Q1476,Le Mans,LOCATION
Q1478,Caloocan,LOCATION
Q1479,Bordeaux,LOCATION
Q148,China,LOCATION
Q1480,Corazon Aquino,PERSON
Q1481,Felsberg_ Hesse,LOCATION
Q1482,Cavite City,LOCATION
Q1484,Mayon,LOCATION
Q1486,Buenos Aires,LOCATION
Q1488,Robert Brasillach,PERSON
Q1489,Mexico City,LOCATION
Q1490,Tokyo,LOCATION
Q1491,La Paz,LOCATION
Q1492,Barcelona,LOCATION
Q1493,Pineapple,PLANT
Q1494,Mississippi,LOCATION
Q1496,Ferdinand Magellan,PERSON
Q1497,Mississippi River,LOCATION
Q1498,Uttar Pradesh,LOCATION
Q1499,Uttarakhand,LOCATION
Q14996968,Institute of Directors,LOCATION
Q15,Africa,LOCATION
Q150,French language,CONCEPT
Q1502,Mizoram,LOCATION
Q1503,Manuel L. Quezon,PERSON
Q15031,Xi Jinping,PERSON
Q1504,Cublize,LOCATION
Q1505,Sikkim,LOCATION
Q1506,Place des Terreaux,LOCATION
Q1507,Patagonia,LOCATION
Q1508,Makati,LOCATION
Q1509,Tennessee,LOCATION
Q1509992,Gerald Reitlinger,PERSON
Q1511,Richard Wagner,PERSON
Q1512,Robert Louis Stevenson,PERSON
Q1513,Nagpur,LOCATION
Q1514,Janis Joplin,PERSON
Q1515,Abidjan,LOCATION
Q1517,Briedern,LOCATION
Q1519,Abu Dhabi,LOCATION
Q151985,Ardennes,LOCATION
Q152,Fish,ANIMAL
Q1520,Astana,LOCATION
Q152008,Operation Michael,EVENT
Q152099,Constantine I of Greece,PERSON
Q1521,Lyon Cathedral,LOCATION
Q1522,New Mexico,LOCATION
Q1523,Ramesses II,PERSON
Q1524,Athens,LOCATION
Q1526,Ramesses I,PERSON
Q1527,Minnesota,LOCATION
Q1528,Ramesses III,PERSON
Q153,Ethanol,SUBSTANCE
Q1530,Baghdad,LOCATION
Q1531,Grande synagogue de Lyon,LOCATION
Q1532,Ramesses IV,PERSON
Q1533,Caracas,LOCATION
Q1534,Saint-Just-d'Avray,LOCATION
Q1537,Wisconsin,LOCATION
Q1538,Pune,LOCATION
Q153858,Battle of Tannenberg,EVENT
Q1539,Ronno,LOCATION
Q1541,Cicero,PERSON
Q1542,,LOCATION
Q1543,A.C. Milan,SPORT_TEAM
Q15439895,Simon Wessely,PERSON
Q1544,Tony Garnier (architect),PERSON
Q15440730,Helen Fein,PERSON
Q15449544,Otto Dov Kulka,PERSON
Q154498,Sachsenhausen concentration camp,LOCATION
Q1545,Cyndi Lauper,PERSON
Q1546,Iowa,LOCATION
Q154607,Warsaw Ghetto,LOCATION
Q1548,Valsonne,LOCATION
Q154835,Mogilev,LOCATION
Q1549,Amplepuis,LOCATION
Q154950,Royal Dutch Shell,BUSINESS
Q155,Brazil,LOCATION
Q1550,Funiculars of Lyon,LOCATION
Q155032,Jasenovac concentration camp,LOCATION
Q1551,Altstadt_ Hamburg,LOCATION
Q155136,Otto Klemperer,PERSON
Q1552,Lyon Metro,LOCATION
Q1553,Nebraska,LOCATION
Q1554,Neustadt_ Hamburg,LOCATION
Q1555,Guatemala City,LOCATION
Q1556,St. Pauli,LOCATION
Q1557,Simeon,PERSON
Q1558,Kansas,LOCATION
Q1560,St. Georg_ Hamburg,LOCATION
Q1561,HafenCity,LOCATION
Q1562,Finkenwerder,LOCATION
Q1563,Havana,LOCATION
Q1564,Borgfelde,LOCATION
Q1565,Billstedt,LOCATION
Q1567,Billbrook,LOCATION
Q1568,Hindi,CONCEPT
Q1569,Hamm_ Hamburg,LOCATION
Q156910,Bruno Walter,PERSON
Q1570,Hammerbrook,LOCATION
Q157065,Kerch,LOCATION
Q1571,Marathi language,CONCEPT
Q1572,Horn_ Hamburg,LOCATION
Q1573,Kleiner Grasbrook,LOCATION
Q1577,,LOCATION
Q1578876,,PERSON
Q1579,Ganesha,PERSON
Q15794309,,PERSON
Q1580,Rothenburgsort,LOCATION
Q158062,Max Liebermann,PERSON
Q1581,Missouri,LOCATION
Q1583,Veddel,LOCATION
Q1584,Weinsberg,LOCATION
Q1585,Georg Ohm,PERSON
Q1587,Altona-Nord,LOCATION
Q1588,Louisiana,LOCATION
Q1589,Luigi Galvani,PERSON
Q159,Russia,LOCATION
Q1591,Altona-Altstadt,LOCATION
Q1592,Sternschanze,LOCATION
Q1595,A6 autoroute,LOCATION
Q1596,Rissen,LOCATION
Q1597,Ottensen,LOCATION
Q1598,Othmarschen,LOCATION
Q1599,Nagaland,LOCATION
Q16,Canada,LOCATION
Q160,Cetacea,ANIMAL
Q1600,Osdorf_ Hamburg,LOCATION
Q1601,Nienstedten,LOCATION
Q160126,Royal Bank of Scotland,BUSINESS
Q160139,Mauthausen-Gusen concentration camp,LOCATION
Q160175,Theresienstadt concentration camp,LOCATION
Q1602,Lurup,LOCATION
Q1603,Kentucky,LOCATION
Q1604,Tim Lincecum,PERSON
Q1605,Iserbrook,LOCATION
Q1607,Blankenese,LOCATION
Q1608,Bahrenfeld,LOCATION
Q1609,Eidelstedt,LOCATION
Q1610,Alfa Romeo 159,ARTIFACT
Q1612,Arkansas,LOCATION
Q1613,Harvestehude,LOCATION
Q1614,,LOCATION
Q1615,Neil Armstrong,PERSON
Q1616,Niendorf_ Hamburg,LOCATION
Q1617,Urdu,CONCEPT
Q1618,Charles Lindbergh,PERSON
Q1619,Rotherbaum,LOCATION
Q16190293,Philip Collins (journalist),PERSON
Q16190898,John Mylles,PERSON
Q1620,Schnelsen,LOCATION
Q1621,,LOCATION
Q1621139,Hitler (name),PERSON
Q1622,Neuwerk,LOCATION
Q1623,Valenzuela_ Metro Manila,LOCATION
Q1624,Pasig,LOCATION
Q1626,Hamburg-Mitte,LOCATION
Q1627,Hamburg-Nord,LOCATION
Q1628,David Cecil_ 6th Marquess of Exeter,PERSON
Q1629,Zamboanga City,LOCATION
Q163,Yorkshire,LOCATION
Q1630,Altona_ Hamburg,LOCATION
Q1633,Wandsbek,LOCATION
Q1634,Adriaan Paulen,PERSON
Q1635,Harburg_ Hamburg,LOCATION
Q1636,Antipolo,LOCATION
Q1637,Bergedorf,LOCATION
Q1638,Primo Nebiolo,PERSON
Q1639,Lamine Diack,PERSON
Q1640,Osijek,LOCATION
Q1641,Bergstedt,LOCATION
Q1642,Bramfeld,LOCATION
Q1643,Taguig,LOCATION
Q1644,Elbe,LOCATION
Q1645,Cagayan de Oro,LOCATION
Q1647,Rijeka,LOCATION
Q1648,Ems (river),LOCATION
Q1649,Oklahoma,LOCATION
Q1650,Weser,LOCATION
Q1651,Yohan Blake,PERSON
Q1652,Justin Gatlin,PERSON
Q1653,Danube,LOCATION
Q1654,Warren Weir,PERSON
Q1655,Kirani James,PERSON
Q165642,The Eternal Jew (1940 film),CREATION
Q1657,Lalonde Gordon,PERSON
Q1658,Peene,LOCATION
Q1659,David Rudisha,PERSON
Q166,Black Sea,LOCATION
Q1660,Nijel Amos,PERSON
Q1662,Timothy Kitum,PERSON
Q1663,Split_ Croatia,LOCATION
Q1664,Ruhr (river),LOCATION
Q1665,Taoufik Makhloufi,PERSON
Q1666,Jacques Brel,PERSON
Q1667,Moselle,LOCATION
Q1668,Leonel Manzano,PERSON
Q1669,Abdalaati Iguider,PERSON
Q1670,Main (river),LOCATION
Q1671,Mo Farah,PERSON
Q1672,Dejen Gebremeskel,PERSON
Q1673,Neckar,LOCATION
Q1674,Tariku Bekele,PERSON
Q167457,Treaty of Rome,LEGAL
Q1675,Aare,LOCATION
Q1677,Ezekiel Kemboi,PERSON
Q1678,Saale,LOCATION
Q1679,Mahiedine Mekhissi-Benabbad,PERSON
Q1680,Mulde,LOCATION
Q1681,Abel Mutai,PERSON
Q1682,Havel,LOCATION
Q1683,Aries Merritt,PERSON
Q1684,Spree,LOCATION
Q1685,Jason Richardson,PERSON
Q1686,Butuan,LOCATION
Q16865388,Carney (surname),PERSON
Q1687,Hansle Parchment,PERSON
Q1688,Elde,LOCATION
Q1691,Javier Culson,PERSON
Q1692,Cabadbaran,LOCATION
Q1693,North Sea,LOCATION
Q1694,Bayugan,LOCATION
Q1695,Skagerrak,LOCATION
Q1696,Legazpi_ Albay,LOCATION
Q1697,Moscow Oblast,LOCATION
Q1698,Serge Gainsbourg,PERSON
Q1699,Nesta Carter,PERSON
Q17,Japan,LOCATION
Q1700,,LOCATION
Q1701,Ligao,LOCATION
Q1702,Stephen Kiprotich,PERSON
Q1704,Abel Kirui,PERSON
Q1705,Wilson Kipsang Kiprotich,PERSON
Q1706,Tabaco,LOCATION
Q1707,Kiel,LOCATION
Q1708,Chen Ding,PERSON
Q1709,Schwerin,LOCATION
Q1710,Isabela_ Basilan,LOCATION
Q1711,Potsdam,LOCATION
Q1712,Erick Barrondo,PERSON
Q1714,Lamitan,LOCATION
Q1715,Hanover,LOCATION
Q1716,Renaud,PERSON
Q1717,Sergey Kirdyapkin,PERSON
Q1717182,,PERSON
Q1719,Balanga_ Bataan,LOCATION
Q172,Toronto,LOCATION
Q1720,Mainz,LOCATION
Q1721,Wiesbaden,LOCATION
Q172183,Chaim Weizmann,PERSON
Q1722,Dubrovnik,LOCATION
Q1723,Batangas City,LOCATION
Q1725,Lipa_ Batangas,LOCATION
Q1726,Munich,LOCATION
Q1727,Samara Oblast,LOCATION
Q1728,Jared Tallent,PERSON
Q1729,Erfurt,LOCATION
Q17290165,Heydrich (surname),PERSON
Q173,Alabama,LOCATION
Q1730,Tanauan_ Batangas,LOCATION
Q1731,Dresden,LOCATION
Q1732,Ivan Ukhov,PERSON
Q1733,Magdeburg,LOCATION
Q1735,Innsbruck,LOCATION
Q1736,Erik Kynard,PERSON
Q1737,Bregenz,LOCATION
Q1738,Robbie Grabarz,PERSON
Q1739,Mutaz Essa Barshim,PERSON
Q1740,Sasuke Uchiha,PERSON
Q1741,Vienna,LOCATION
Q1742,Renaud Lavillenie,PERSON
Q1744,Madonna (entertainer),PERSON
Q1745,Greg Rutherford,PERSON
Q1746,Samara Governorate,LOCATION
Q1747,Mitchell Watt,PERSON
Q1748,Copenhagen,LOCATION
Q1749,Kaliningrad Oblast,LOCATION
Q1750,Will Claye,PERSON
Q1751,Christian Taylor (athlete),PERSON
Q1752,Macrinus,PERSON
Q1753,Fabrizio Donato,PERSON
Q1754,Stockholm,LOCATION
Q1755,Tomasz Majewski,PERSON
Q1757,Helsinki,LOCATION
Q1758,David Storl,PERSON
Q1759,Murmansk Oblast,LOCATION
Q176,Quebec,LOCATION
Q1760,Reese Hoffa,PERSON
Q1761,Dublin,LOCATION
Q1762,Elagabalus,PERSON
Q1763,Murmansk,LOCATION
Q1766,Robert Harting,PERSON
Q1767,Kakashi Hatake,PERSON
Q1768,Ella Fitzgerald,PERSON
Q1769,Severus Alexander,PERSON
Q1770,Tallinn,LOCATION
Q1771,Ehsan Haddadi,PERSON
Q1773,Riga,LOCATION
Q1774,Zanzibar,LOCATION
Q1775,Brownie Mary,PERSON
Q1776,Gerd Kanter,PERSON
Q1777,Maximinus Thrax,PERSON
Q1779,Louis Armstrong,PERSON
Q1780,Bratislava,LOCATION
Q1781,Budapest,LOCATION
Q1782,Gordian I,PERSON
Q1784,Koji Murofushi,PERSON
Q1785,Charles Aznavour,PERSON
Q1786,Jan I Carondelet,PERSON
Q1787,Keshorn Walcott,PERSON
Q1788,,PERSON
Q1789,Ashton Eaton,PERSON
Q179,Boeing 747,ARTIFACT
Q1790,Kim Wilde,PERSON
Q1791,Jean Carondelet,PERSON
Q179248,Albanians,PERSON_TYPE
Q1793,Trey Hardee,PERSON
Q1794,Frankfurt,LOCATION
Q1795,Asahan Regency,LOCATION
Q1797,Pupienus,PERSON
Q1798,Ferry Carondelet,PERSON
Q18,South America,LOCATION
Q1800,Kochi,LOCATION
Q1801,Lanthanum,SUBSTANCE
Q1802,Daniel Balavoine,PERSON
Q1803,Gordian II,PERSON
Q1804,Barbara (singer),PERSON
Q1805,Balbinus,PERSON
Q180589,Boris Johnson,PERSON
Q1806,Duvenstedt,LOCATION
Q1807,Eilbek,LOCATION
Q1808,Farmsen-Berne,LOCATION
Q1809,Promethium,SUBSTANCE
Q181,Jimmy Wales,PERSON
Q1810,,LOCATION
Q1812,Gordian III,PERSON
Q1813,Saint-Tropez,LOCATION
Q1814,,LOCATION
Q1815,Lemsahl-Mellingstedt,LOCATION
Q1816,,LOCATION
Q18169991,,PERSON
Q1817,Philip the Arab,PERSON
Q1819,Samarium,SUBSTANCE
